"feature","ERR11869018_humann_input_Abundance-RPKs"
"K21572",0.00143956
"K03088",0.000619291
"K02004",0.000395139
"K07085",0.000332262
"K12373",0.000302669
"K05349",0.000299832
"K00566",0.000287055
"K00850",0.000214998
"K02005",0.000213482
"K05970",0.000211407
"K01190",0.000198366
"K00791",0.000194965
"K02003",0.000193533
"K07407",0.000191226
"K03744",0.00018741
"K02564",0.000184062
"K01815",0.000179388
"K03585",0.000178642
"K02529",0.000178263
"K01951",0.000176332
"K03497",0.000174522
"K01187",0.000170134
"K01992",0.000167921
"K14652",0.000163743
"K03551",0.00016337
"K00262",0.000162095
"K01206",0.000159378
"K03474",0.000159239
"K01278",0.000155145
"K02886",0.000153983
