"feature","ERR11869411_humann_input_Abundance-RPKs"
"K03088",0.000296711
"K02004",0.000229016
"K18220",0.000191125
"K06147",0.000173058
"K21572",0.000131941
"K01990",0.000120476
"K02906",0.000119482
"K03496",0.000117119
"K02057",0.000115593
"K01647",0.000106706
"K02003",0.000105206
"K03671",9.99158e-05
"K02899",9.52001e-05
"K05349",8.63181e-05
"K02911",8.58858e-05
"K03169",8.31674e-05
"K03655",8.286e-05
"K02887",8.14798e-05
"K02867",7.91106e-05
"K03497",7.80538e-05
"K02874",7.77595e-05
"K03111",7.55818e-05
"K02355",7.44063e-05
"K02118",7.16055e-05
"K02965",7.11987e-05
"K02926",7.03795e-05
"K03530",7.02974e-05
"K02035",6.98447e-05
"K01992",6.95763e-05
"K02016",6.76319e-05
