"feature","ERR11868931_humann_input_Abundance-RPKs"
"K21572",0.000423809
"K03088",0.000375021
"K02004",0.000223974
"K02016",0.000137496
"K02906",0.000132327
"K02003",0.000124481
"K02931",0.00012362
"K00850",0.000117405
"K00059",0.000114955
"K02954",0.000112088
"K02355",0.000111062
"K07085",0.000110291
"K02564",0.000107402
"K02996",0.000105827
"K02961",0.000104271
"K02357",0.000103755
"K03496",0.000102746
"K03655",0.000100745
"K02874",9.94375e-05
"K02963",9.75707e-05
"K02988",9.74875e-05
"K03040",9.61145e-05
"K02926",9.5743e-05
"K01585",9.49798e-05
"K06973",9.33872e-05
"K00566",9.3334e-05
"K01881",9.24487e-05
"K02939",9.2334e-05
"K03497",9.17662e-05
"K02886",9.12896e-05
