"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",85.28559,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",13.17298,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",1.42063,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",0.06733,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.03622,"","phylum","Thermodesulfobacteriota"
"k__Archaea|p__Methanobacteriota","2157|28890",0.01278,"","phylum","Methanobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00447,"","phylum","Verrucomicrobiota"
