"feature","ERR11868987_humann_input_Abundance-RPKs"
"K02913",0.00147246
"K21572",0.000560526
"K03088",0.000399084
"K02914",0.000326723
"K02911",0.000260466
"K02907",0.000238981
"K01807",0.000228595
"K02904",0.000202949
"K02954",0.000183355
"K02874",0.000167636
"K02004",0.000167176
"K02950",0.000163763
"K02948",0.000162355
"K06147",0.000161431
"K02965",0.000157468
"K02878",0.000148716
"K02899",0.000145993
"K02518",0.000145744
"K02946",0.000145426
"K02952",0.000144624
"K02902",0.000141141
"K05349",0.000136173
"K02931",0.000134801
"K02986",0.00013211
"K02992",0.000130062
"K02909",0.000128046
"K02890",0.000127022
"K02970",0.000126527
"K02003",0.00012472
"K02982",0.00012405
