"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",67.48429,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",26.47165,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",5.74512,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.29894,"","phylum","Pseudomonadota"
