"tipo","funcion","abundancia"
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000498272
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000484647
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.00043828
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000409836
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000327153
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000306972
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000243353
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000197807
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.00010771
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000107674
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",9.18308e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",8.5575e-05
"pathway","PWY-4984: urea cycle",7.24915e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.90471e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",4.42049e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",1.35798e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.07016e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",6.3864e-06
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.54695e-06
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",1.54695e-06
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.43291e-06
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.07076e-06
"pathway","PWY0-1221: putrescine degradation II",4.88985e-07
