"feature","ERR11869096_humann_input_Abundance"
"PWY-7238: sucrose biosynthesis II",0.000731127
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000599405
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000593421
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000585277
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000577116
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000572495
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.00056288
"PWY-1042: glycolysis IV",0.000560795
"PWY-5686: UMP biosynthesis I",0.000559833
"PWY-7790: UMP biosynthesis II",0.000559833
"PWY-7791: UMP biosynthesis III",0.000559833
"TRNA-CHARGING-PWY: tRNA charging",0.000553461
"ARO-PWY: chorismate biosynthesis I",0.000552518
"PWY-5941: glycogen degradation II",0.000540175
"PWY-6609: adenine and adenosine salvage III",0.000538128
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000536439
"VALSYN-PWY: L-valine biosynthesis",0.000535261
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000531012
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.000523322
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.000519316
