"tipo","funcion","abundancia"
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.00044176
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000431939
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.00037289
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000372243
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000330371
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000282979
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000271504
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.00025312
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000227455
"pathway","PWY-4984: urea cycle",0.000141212
"pathway","PWY-6305: superpathway of putrescine biosynthesis",7.60427e-05
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",6.51632e-05
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",6.02372e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",1.22995e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",6.2838e-06
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",2.17358e-06
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",9.5987e-07
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",5.64095e-07
"pathway","PWY-6803: phosphatidylcholine acyl editing",9.73111e-08
