"feature","ERR11869402_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000228797
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000210916
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.00019574
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000193868
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000178974
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.0001719
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000104516
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",9.29587e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",7.23304e-05
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",6.70838e-05
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",5.17691e-05
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",4.74928e-05
"PWY-6305: superpathway of putrescine biosynthesis",3.27314e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",2.75074e-05
"PWY-6803: phosphatidylcholine acyl editing",2.41582e-05
"ORNDEG-PWY: superpathway of ornithine degradation",2.10545e-05
"AST-PWY: L-arginine degradation II (AST pathway)",1.22017e-05
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",5.75564e-06
"PWY-6562: norspermidine biosynthesis",5.70223e-06
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",5.5929e-06
"PWY-4984: urea cycle",5.10725e-06
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",2.32177e-06
