"feature","ERR11869076_humann_input_Abundance"
"PWY-7238: sucrose biosynthesis II",0.000753891
"PWY-1042: glycolysis IV",0.000645513
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.00064424
"PWY-5686: UMP biosynthesis I",0.000638402
"PWY-7790: UMP biosynthesis II",0.000638402
"PWY-7791: UMP biosynthesis III",0.000638402
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000628118
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000627108
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.000615294
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000608602
"VALSYN-PWY: L-valine biosynthesis",0.000603122
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000602674
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000602674
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.000599163
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.000596417
"ARO-PWY: chorismate biosynthesis I",0.000591006
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000583337
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",0.000567298
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000564976
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",0.000558562
