"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",85.56349,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",11.88253,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",1.06707,"","phylum","Pseudomonadota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.52423,"","phylum","Fusobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.49011,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Actinomycetota","2|201174",0.41282,"","phylum","Actinomycetota"
"k__Archaea|p__Methanobacteriota","2157|28890",0.04717,"","phylum","Methanobacteriota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.01259,"","phylum","Thermodesulfobacteriota"
