"feature","ERR11869392_humann_input_Abundance"
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000478593
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000476906
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000476795
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000396915
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000388837
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000247897
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000236154
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000221307
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000188117
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000112083
"PWY-6630: superpathway of L-tyrosine biosynthesis",6.41619e-05
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",2.11568e-05
"PWY-4984: urea cycle",1.70858e-05
"PWY-6305: superpathway of putrescine biosynthesis",1.34472e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",1.1056e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",3.76922e-06
"PWY-6803: phosphatidylcholine acyl editing",1.71263e-06
