"feature","ERR11869392_humann_input_Abundance"
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.000771727
"PWY-7238: sucrose biosynthesis II",0.000660528
"PWY-1042: glycolysis IV",0.000652125
"PWY-5686: UMP biosynthesis I",0.000612457
"PWY-7790: UMP biosynthesis II",0.000612457
"PWY-7791: UMP biosynthesis III",0.000612457
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000610611
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000610317
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000583837
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000575746
"ARO-PWY: chorismate biosynthesis I",0.000568561
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.000567697
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.000567697
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",0.000560601
"VALSYN-PWY: L-valine biosynthesis",0.000560166
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000558648
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000553778
"PWY-6609: adenine and adenosine salvage III",0.000545444
"PWY-5941: glycogen degradation II",0.000540849
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000533774
