"tipo","funcion","abundancia"
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000478593
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000476906
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000476795
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000396915
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000388837
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000247897
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000236154
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000221307
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000188117
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000112083
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",6.41619e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",2.11568e-05
"pathway","PWY-4984: urea cycle",1.70858e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",1.34472e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",1.1056e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",3.76922e-06
"pathway","PWY-6803: phosphatidylcholine acyl editing",1.71263e-06
