"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",81.84379,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",15.36712,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",2.68335,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",0.07593,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.02617,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.00306,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00058,"","phylum","Verrucomicrobiota"
