"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",60.71233,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",32.49485,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",6.28771,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",0.28948,"","phylum","Actinomycetota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.21075,"","phylum","Fusobacteriota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.00469,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00018,"","phylum","Verrucomicrobiota"
