"feature","ERR11869435_humann_input_Abundance"
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000391349
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000390592
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000233373
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000224924
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000221012
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000205837
"PWY-4984: urea cycle",0.000204515
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000196077
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.00018938
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000146863
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000145028
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",7.06188e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",6.91308e-05
"PWY-6305: superpathway of putrescine biosynthesis",6.38211e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.25595e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.16429e-05
"PWY-6803: phosphatidylcholine acyl editing",2.12337e-05
"ORNDEG-PWY: superpathway of ornithine degradation",1.47415e-05
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",7.69269e-06
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",7.69269e-06
"AST-PWY: L-arginine degradation II (AST pathway)",5.87542e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",3.73554e-06
"PWY0-1221: putrescine degradation II",1.80615e-06
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.59122e-06
"CARNMET-PWY: L-carnitine degradation I",3.96369e-07
