"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",66.70722,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",18.52764,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",7.5669,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",5.53374,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",1.56406,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.10043,"","phylum","Thermodesulfobacteriota"
