"feature","ERR11869154_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000455174
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000427811
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000392398
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000391924
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000356928
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000240138
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000186767
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.00013958
"PWY-4984: urea cycle",0.000133808
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000130027
"PWY-6305: superpathway of putrescine biosynthesis",6.18373e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",4.91688e-05
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",1.72929e-05
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",9.64287e-06
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.91745e-06
"PWY-6803: phosphatidylcholine acyl editing",1.86842e-06
