"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",64.37353,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",22.4206,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",12.68954,"","phylum","Actinomycetota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.46099,"","phylum","Fusobacteriota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.03231,"","phylum","Pseudomonadota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.01154,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Bacteria_unclassified","2|",0.01149,"","phylum","Bacteria_unclassified"
