"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000430649
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000354812
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000346459
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000305011
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000302438
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.00030099
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000300983
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000270767
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000257656
"pathway","PWY-4984: urea cycle",0.000225913
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000156446
"pathway","PWY-6305: superpathway of putrescine biosynthesis",0.000135378
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",5.74237e-05
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",4.90228e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",3.22613e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",3.20083e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",9.61795e-06
"pathway","PWY-6803: phosphatidylcholine acyl editing",6.26941e-06
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",3.22715e-06
"pathway","PWY-5180: toluene degradation I (aerobic) (via o-cresol)",2.6802e-06
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.4342e-06
"pathway","PWY0-1221: putrescine degradation II",4.27139e-07
