"feature","ERR11869023_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000430649
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000354812
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000346459
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000305011
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000302438
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.00030099
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000300983
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000270767
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000257656
"PWY-4984: urea cycle",0.000225913
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000156446
"PWY-6305: superpathway of putrescine biosynthesis",0.000135378
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",5.74237e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",4.90228e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",3.22613e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",3.20083e-05
"ORNDEG-PWY: superpathway of ornithine degradation",9.61795e-06
"PWY-6803: phosphatidylcholine acyl editing",6.26941e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",3.22715e-06
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",2.6802e-06
"AST-PWY: L-arginine degradation II (AST pathway)",1.4342e-06
"PWY0-1221: putrescine degradation II",4.27139e-07
