"feature","ERR11869474_humann_input_Abundance-RPKs"
"K02913",0.000585663
"K02914",0.000569497
"K03088",0.000356446
"K21572",0.000299408
"K02907",0.000251398
"K02911",0.000240726
"K02904",0.000196134
"K02954",0.000195094
"K02518",0.000168262
"K02004",0.000157566
"K02965",0.000154011
"K02946",0.000153741
"K02963",0.000152401
"K02990",0.00014799
"K03073",0.000146286
"K02878",0.000139025
"K01990",0.000137333
"K02355",0.000131585
"K02890",0.000131093
"K02916",0.000130802
"K02874",0.000128559
"K02078",0.000125168
"K02961",0.000124672
"K02902",0.000121629
"K02970",0.000121139
"K02887",0.000120034
"K02948",0.000119635
"K04078",0.000116803
"K02931",0.000116363
"K02950",0.000115957
