"feature","ERR11865898_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000322141
"TRPSYN-PWY: L-tryptophan biosynthesis",0.0003133
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000248191
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000247767
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000244556
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.00023586
"PWY-6305: superpathway of putrescine biosynthesis",0.000225533
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000215133
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000202493
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000192304
"ORNDEG-PWY: superpathway of ornithine degradation",0.000171788
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000168063
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.000165605
"PWY-6803: phosphatidylcholine acyl editing",0.000155007
"PWY-4984: urea cycle",0.000126737
"PWY-6628: superpathway of L-phenylalanine biosynthesis",8.14317e-05
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",6.29285e-05
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",6.29285e-05
"AST-PWY: L-arginine degradation II (AST pathway)",4.70256e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",4.62221e-05
"PWY0-1221: putrescine degradation II",2.50697e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.4537e-05
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.44493e-05
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.31433e-05
"CARNMET-PWY: L-carnitine degradation I",1.26159e-05
"PWY-6562: norspermidine biosynthesis",4.97894e-06
