"feature","ERR11865898_humann_input_Abundance-RPKs"
"K21572",0.000692765
"K03088",0.000662563
"K02914",0.000445047
"K02004",0.00032856
"K02913",0.000273121
"K01990",0.000238821
"K02907",0.000201964
"K02003",0.000182208
"K02078",0.000175305
"K06147",0.000168785
"K02911",0.000161817
"K07085",0.000154818
"K01992",0.00014622
"K00262",0.000143441
"K02965",0.000142231
"K00566",0.000141263
"K02005",0.000140715
"K02902",0.00014062
"K02355",0.000140035
"K02904",0.000131801
"K02950",0.000123927
"K03091",0.000120557
"K02954",0.000117746
"K02996",0.000117047
"K02946",0.000116945
"K01951",0.000116492
"K02890",0.000116191
"K03671",0.000114366
"K00059",0.000113834
"K03073",0.000112433
