"feature","ERR11869026_humann_input_Abundance-RPKs"
"K02913",0.000723468
"K03088",0.000671541
"K07473",0.000579941
"K21572",0.000356041
"K02004",0.000313452
"K07258",0.000263545
"K01752",0.00026191
"K02003",0.000232791
"K02914",0.00022016
"K00566",0.000212925
"K19157",0.000197751
"K07240",0.000192287
"K01992",0.000188232
"K11189",0.000181893
"K06147",0.000159995
"K03551",0.000157848
"K02961",0.000156224
"K02988",0.000152824
"K15580",0.000149329
"K01815",0.000148237
"K02926",0.000142768
"K02982",0.000140639
"K07085",0.000137862
"K01990",0.000136915
"K00266",0.000133339
"K01104",0.000126431
"K01591",0.000126353
"K00602",0.000126052
"K03596",0.000121742
"K01755",0.000121446
