"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",57.59976,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",34.90988,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",4.13157,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",1.52155,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",1.40016,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.39419,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.02678,"","phylum","Fusobacteriota"
"k__Bacteria|p__Synergistota","2|508458",0.00876,"","phylum","Synergistota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.0063,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Myxococcota","2|2818505",0.00105,"","phylum","Myxococcota"
