"feature","ERR11869477_humann_input_Abundance"
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.000630005
"PWY-7238: sucrose biosynthesis II",0.000601228
"PWY-1042: glycolysis IV",0.000577803
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000577481
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.00055663
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000555681
"PWY-5686: UMP biosynthesis I",0.000552651
"PWY-7790: UMP biosynthesis II",0.000552651
"PWY-7791: UMP biosynthesis III",0.000552651
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000552428
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000545321
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000540246
"PWY-6609: adenine and adenosine salvage III",0.000528662
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000526643
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000524471
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.000522034
"ARO-PWY: chorismate biosynthesis I",0.000521872
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",0.000514516
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",0.000514516
"COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)",0.000513013
