"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",68.73172,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",29.19819,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",0.84302,"","phylum","Pseudomonadota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.63989,"","phylum","Fusobacteriota"
"k__Bacteria|p__Actinomycetota","2|201174",0.57964,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.00754,"","phylum","Thermodesulfobacteriota"
