"feature","ERR11869428_humann_input_Abundance-RPKs"
"K21572",0.000773457
"K03088",0.000591886
"K02004",0.000260193
"K07085",0.000207248
"K00566",0.000161561
"K02005",0.000153773
"K03585",0.00014899
"K02003",0.000145985
"K12373",0.000144863
"K00615",0.0001441
"K00059",0.000139409
"K00850",0.000133901
"K07240",0.000124094
"K14652",0.000121648
"K07568",0.000119457
"K03497",0.000119448
"K01915",0.000117512
"K01206",0.000116079
"K01372",0.00011324
"K01992",0.000109939
"K03771",0.000109771
"K01126",0.000109454
"K21636",0.000108466
"K00876",0.000107992
"K00297",0.000105709
"K02906",0.000100604
"K02992",0.000100527
"K03499",9.98241e-05
"K01585",9.9113e-05
"K00648",9.82907e-05
