"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",57.70148,"","phylum","Firmicutes"
"k__Bacteria|p__Verrucomicrobiota","2|74201",19.35697,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Actinomycetota","2|201174",13.97134,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",4.75497,"","phylum","Pseudomonadota"
"k__Bacteria|p__Bacteroidota","2|976",3.51257,"","phylum","Bacteroidota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.44908,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.227,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Fusobacteriota","2|32066",0.02659,"","phylum","Fusobacteriota"
