"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",63.31356,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",34.12565,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",1.69183,"","phylum","Pseudomonadota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.77879,"","phylum","Fusobacteriota"
"k__Bacteria|p__Actinomycetota","2|201174",0.0345,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.03186,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.02301,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00081,"","phylum","Verrucomicrobiota"
