"feature","ERR11869471_humann_input_Abundance"
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000538781
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.00053682
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000515871
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000449007
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000403284
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000396169
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000392492
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000325805
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.00022289
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.000156202
"PWY-6305: superpathway of putrescine biosynthesis",0.000136894
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000125337
"PWY-4984: urea cycle",0.000100242
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",8.8846e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.99639e-05
"ORNDEG-PWY: superpathway of ornithine degradation",2.95824e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.92684e-06
