"tipo","funcion","abundancia"
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000538781
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.00053682
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000515871
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000449007
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000403284
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000396169
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000392492
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000325805
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.00022289
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000156202
"pathway","PWY-6305: superpathway of putrescine biosynthesis",0.000136894
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000125337
"pathway","PWY-4984: urea cycle",0.000100242
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",8.8846e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.99639e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",2.95824e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.92684e-06
