"feature","ERR11869471_humann_input_Abundance-RPKs"
"K02913",0.00329638
"K08369",0.00128689
"K21572",0.000487904
"K03088",0.000404903
"K02907",0.000324517
"K02911",0.000292111
"K07496",0.000226224
"K02963",0.000220542
"K02355",0.000217118
"K02030",0.000214869
"K02890",0.000214048
"K02961",0.000205137
"K03497",0.00020415
"K02946",0.000198603
"K02529",0.000195001
"K02564",0.000194623
"K00948",0.000193614
"K02004",0.000190072
"K01990",0.000188551
"K02029",0.000185407
"K02954",0.000185247
"K02518",0.000184967
"K02892",0.000181949
"K01462",0.000181365
"K10117",0.000179969
"K02874",0.000177719
"K02902",0.000177186
"K07491",0.000175488
"K01915",0.000172912
"K02996",0.00017248
