"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",55.2391,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",34.90492,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",6.93534,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",2.76811,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.12423,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.0264,"","phylum","Fusobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00186,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Bacteria_unclassified","2|",3e-05,"","phylum","Bacteria_unclassified"
