"feature","ERR11869469_humann_input_Abundance-RPKs"
"K19779",0.000892943
"K02914",0.000359273
"K18922",0.000244415
"K02907",0.000187558
"K03704",0.000172422
"K21572",0.000148041
"K02911",0.000142809
"K02904",0.000132374
"K03088",0.000120026
"K02954",0.000110043
"K02909",0.000107812
"K02902",0.000103481
"K02963",0.000102091
"K02946",0.000101276
"K02996",9.81145e-05
"K03060",9.69179e-05
"K02356",9.20985e-05
"K02961",8.56549e-05
"K02956",8.47579e-05
"K04651",8.42377e-05
"K02518",8.12957e-05
"K02879",8.09873e-05
"K02965",8.09715e-05
"K02913",8.04156e-05
"K02192",8.03582e-05
"K00891",7.99029e-05
"K02906",7.79565e-05
"K02196",7.7019e-05
"K02948",7.68277e-05
"K03073",7.61747e-05
