"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",63.59166,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",30.12503,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",4.99899,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.95129,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Actinomycetota","2|201174",0.27305,"","phylum","Actinomycetota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.03561,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.02205,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.00222,"","phylum","Fusobacteriota"
"k__Bacteria|p__Myxococcota","2|2818505",1e-04,"","phylum","Myxococcota"
