"feature","ERR11869413_humann_input_Abundance"
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.00057653
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000552836
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000482943
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000482269
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000462327
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000351129
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000247736
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000247614
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000235091
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000201182
"PWY-6305: superpathway of putrescine biosynthesis",0.000154435
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.000126676
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000104756
"PWY-6630: superpathway of L-tyrosine biosynthesis",8.33714e-05
"ORNDEG-PWY: superpathway of ornithine degradation",8.25138e-05
"PWY-6803: phosphatidylcholine acyl editing",7.62078e-05
"PWY-4984: urea cycle",3.61188e-05
"AST-PWY: L-arginine degradation II (AST pathway)",3.0694e-05
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.73506e-05
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.58606e-05
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",1.58606e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",9.41885e-06
"PWY0-1221: putrescine degradation II",5.42727e-06
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.25363e-06
