"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",59.28352,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",34.45238,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",2.67944,"","phylum","Actinomycetota"
"k__Archaea|p__Methanobacteriota","2157|28890",1.96587,"","phylum","Methanobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.94569,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.60053,"","phylum","Pseudomonadota"
"k__Bacteria|p__Synergistota","2|508458",0.07153,"","phylum","Synergistota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.00104,"","phylum","Thermodesulfobacteriota"
