"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",65.41399,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",31.11009,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",1.73676,"","phylum","Pseudomonadota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.73183,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Actinomycetota","2|201174",0.61241,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.39492,"","phylum","Thermodesulfobacteriota"
