"feature","ERR11866124_humann_input_Abundance-RPKs"
"K03088",0.000663379
"K21572",0.00053496
"K02914",0.000401777
"K02913",0.000261912
"K02004",0.000213285
"K02907",0.000182676
"K07085",0.000147141
"K02911",0.000139221
"K02904",0.000138173
"K02078",0.000134058
"K02005",0.000132985
"K00566",0.000130313
"K02954",0.000118057
"K02003",0.000117793
"K02878",0.00011433
"K02965",0.000113225
"K02950",0.000112493
"K02909",0.000111608
"K00850",0.000111578
"K00615",0.000111124
"K02916",0.000109304
"K12373",0.000108386
"K02948",0.000107277
"K01206",0.000105164
"K03534",0.000103872
"K03585",0.000103861
"K01992",0.000102
"K01990",0.000101423
"K02996",0.000100294
"K02970",9.85908e-05
