"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",44.32694,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",39.43471,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",15.27428,"","phylum","Actinomycetota"
"k__Archaea|p__Methanobacteriota","2157|28890",0.55581,"","phylum","Methanobacteriota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.28676,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.10726,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Lentisphaerota","2|256845",0.01211,"","phylum","Lentisphaerota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.00214,"","phylum","Bacteria_unclassified"
