"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",60.40014,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",37.83617,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",1.33185,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.23754,"","phylum","Pseudomonadota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.11446,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Bacteria_unclassified","2|",0.04483,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.02776,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.00724,"","phylum","Thermodesulfobacteriota"
