"tipo","funcion","abundancia"
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000472121
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000464428
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000463595
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000448018
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000418917
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000361449
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000313998
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000290655
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000197104
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000163697
"pathway","PWY-6305: superpathway of putrescine biosynthesis",0.000115631
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000114762
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",0.000103054
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",9.98496e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",9.56007e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",6.79574e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",3.56235e-05
"pathway","PWY-4984: urea cycle",2.25752e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",2.19234e-05
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.21645e-05
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",1.21645e-05
"pathway","PWY0-1221: putrescine degradation II",1.12155e-05
"pathway","PWY-6562: norspermidine biosynthesis",9.98606e-06
"pathway","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",6.81684e-06
"pathway","CARNMET-PWY: L-carnitine degradation I",6.03056e-06
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.92225e-06
