"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",52.0302,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",43.2226,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",3.35704,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",1.05504,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.30291,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.0322,"","phylum","Thermodesulfobacteriota"
