"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",89.17961,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",5.31243,"","phylum","Pseudomonadota"
"k__Bacteria|p__Bacteroidota","2|976",3.55745,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",1.94259,"","phylum","Actinomycetota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00792,"","phylum","Candidatus_Saccharibacteria"
