"feature","ERR11869399_humann_input_Abundance-RPKs"
"K02913",0.00066903
"K02954",0.000356027
"K01990",0.000290016
"K10117",0.000276236
"K02003",0.000269589
"K02907",0.000252665
"K03088",0.000237842
"K02965",0.000231856
"K02110",0.000219139
"K02004",0.00021893
"K06147",0.00021845
"K02529",0.00021308
"K02518",0.000211009
"K02948",0.000208639
"K02909",0.000199559
"K02874",0.000198256
"K02899",0.00019574
"K02911",0.000187267
"K01462",0.00018626
"K02950",0.000186196
"K02878",0.000184314
"K02892",0.00018338
"K01421",0.000179684
"K00053",0.000172141
"K02970",0.000168154
"K02906",0.00015746
"K02876",0.000155485
"K02881",0.000154401
"K02902",0.00015434
"K02961",0.0001534
