"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",61.02086,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",25.15654,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",12.56601,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",1.12079,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.11171,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.02101,"","phylum","Fusobacteriota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00173,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00135,"","phylum","Verrucomicrobiota"
