#mpa_vJun23_CHOCOPhlAnSGB_202306
#/home/humann2/miniforge3/envs/env_perfect/bin/metaphlan /home/humann2/tfg_ckd/cleaned_data/ERR11869430_knead/ERR11869430_1_kneaddata_paired_1.fastq,/home/humann2/tfg_ckd/cleaned_data/ERR11869430_knead/ERR11869430_1_kneaddata_paired_2.fastq --input_type fastq --nproc 8 --bt2_ps sensitive-local --bowtie2out /home/humann2/tfg_ckd/cleaned_data/ERR11869430_knead/ERR11869430_bowtie2.bz2 -o /home/humann2/tfg_ckd/cleaned_data/ERR11869430_knead/ERR11869430_metaphlan_profile.txt
#19191548 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.52287	
k__Archaea	2157	0.47713	
k__Bacteria|p__Firmicutes	2|1239	58.75668	
k__Bacteria|p__Bacteroidota	2|976	36.85111	
k__Bacteria|p__Actinomycetota	2|201174	2.53286	
k__Bacteria|p__Pseudomonadota	2|1224	1.35321	
k__Archaea|p__Methanobacteriota	2157|28890	0.47713	
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.02901	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	40.93777	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	36.59492	
k__Bacteria|p__Firmicutes|c__CFGB94588	2|1239|	9.01836	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.51995	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.74095	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	1.62831	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	1.06493	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.5755	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.48312	
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.47713	
k__Bacteria|p__Actinomycetota|c__CFGB77988	2|201174|	0.32905	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.27466	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.20618	
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.18638	
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.16412	
k__Bacteria|p__Firmicutes|c__CFGB2920	2|1239|	0.13296	
k__Bacteria|p__Bacteroidota|c__CFGB95179	2|976|	0.1126	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.09458	
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.07452	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.05775	
k__Bacteria|p__Bacteroidota|c__CFGB56395	2|976|	0.0475	
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.02901	
k__Bacteria|p__Firmicutes|c__CFGB88349	2|1239|	0.0251	
k__Bacteria|p__Bacteroidota|c__CFGB87848	2|976|	0.02485	
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.02147	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.0192	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.0174	
k__Bacteria|p__Bacteroidota|c__CFGB94573	2|976|	0.01688	
k__Bacteria|p__Pseudomonadota|c__CFGB10055	2|1224|	0.01362	
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.01327	
k__Bacteria|p__Bacteroidota|c__CFGB594	2|976|	0.01198	
k__Bacteria|p__Bacteroidota|c__CFGB77894	2|976|	0.01127	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.00831	
k__Bacteria|p__Bacteroidota|c__CFGB1371	2|976|	0.00621	
k__Bacteria|p__Bacteroidota|c__CFGB37155	2|976|	0.00595	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.00566	
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.00559	
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.00517	
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.0042	
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.0031	
k__Bacteria|p__Firmicutes|c__CFGB94854	2|1239|	0.00309	
k__Bacteria|p__Bacteroidota|c__CFGB14953	2|976|	0.0028	
k__Bacteria|p__Firmicutes|c__CFGB1349	2|1239|	0.00247	
k__Bacteria|p__Firmicutes|c__CFGB78886	2|1239|	0.00178	
k__Bacteria|p__Firmicutes|c__CFGB84496	2|1239|	0.00165	
k__Bacteria|p__Firmicutes|c__CFGB1448	2|1239|	0.00163	
k__Bacteria|p__Bacteroidota|c__CFGB93979	2|976|	0.00159	
k__Bacteria|p__Bacteroidota|c__CFGB18812	2|976|	0.00151	
k__Bacteria|p__Bacteroidota|c__CFGB35473	2|976|	0.00142	
k__Bacteria|p__Bacteroidota|c__CFGB27949	2|976|	0.00141	
k__Bacteria|p__Bacteroidota|c__CFGB87904	2|976|	0.00117	
k__Bacteria|p__Firmicutes|c__CFGB93799	2|1239|	0.00113	
k__Bacteria|p__Bacteroidota|c__CFGB7509	2|976|	0.00112	
k__Bacteria|p__Firmicutes|c__CFGB79262	2|1239|	0.00111	
k__Bacteria|p__Bacteroidota|c__CFGB5778	2|976|	0.00094	
k__Bacteria|p__Bacteroidota|c__CFGB95176	2|976|	0.0009	
k__Bacteria|p__Bacteroidota|c__CFGB77697	2|976|	0.00085	
k__Bacteria|p__Firmicutes|c__CFGB9595	2|1239|	0.00065	
k__Bacteria|p__Firmicutes|c__CFGB49375	2|1239|	0.00055	
k__Bacteria|p__Firmicutes|c__CFGB1470	2|1239|	0.00042	
k__Bacteria|p__Firmicutes|c__CFGB9644	2|1239|	0.00041	
k__Bacteria|p__Bacteroidota|c__CFGB77758	2|976|	0.00038	
k__Bacteria|p__Firmicutes|c__CFGB38303	2|1239|	0.00027	
k__Bacteria|p__Bacteroidota|c__CFGB5784	2|976|	0.00027	
k__Bacteria|p__Bacteroidota|c__CFGB32493	2|976|	0.00026	
k__Bacteria|p__Firmicutes|c__CFGB49392	2|1239|	0.00026	
k__Bacteria|p__Firmicutes|c__CFGB88615	2|1239|	0.00024	
k__Bacteria|p__Bacteroidota|c__CFGB94501	2|976|	0.00015	
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.0001	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	36.59492	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	27.06115	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	13.86128	
k__Bacteria|p__Firmicutes|c__CFGB94588|o__OFGB94588	2|1239||	9.01836	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	5.51995	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	1.56394	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	1.06493	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.9846	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.64372	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	0.57081	
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	0.48312	
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.47713	
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988	2|201174||	0.32905	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.27466	
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776	2|1239||	0.20618	
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315	2|1239||	0.18638	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.17702	
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380	2|1239||	0.16412	
k__Bacteria|p__Firmicutes|c__CFGB2920|o__OFGB2920	2|1239||	0.13296	
k__Bacteria|p__Bacteroidota|c__CFGB95179|o__OFGB95179	2|976||	0.1126	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.09458	
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	2|1239||	0.07452	
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.05775	
k__Bacteria|p__Bacteroidota|c__CFGB56395|o__OFGB56395	2|976||	0.0475	
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.02901	
k__Bacteria|p__Firmicutes|c__CFGB88349|o__OFGB88349	2|1239||	0.0251	
k__Bacteria|p__Bacteroidota|c__CFGB87848|o__OFGB87848	2|976||	0.02485	
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.02147	
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.0192	
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718	2|1239||	0.0174	
k__Bacteria|p__Bacteroidota|c__CFGB94573|o__OFGB94573	2|976||	0.01688	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.01528	
k__Bacteria|p__Pseudomonadota|c__CFGB10055|o__OFGB10055	2|1224||	0.01362	
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486	2|1239||	0.01327	
k__Bacteria|p__Bacteroidota|c__CFGB594|o__OFGB594	2|976||	0.01198	
k__Bacteria|p__Bacteroidota|c__CFGB77894|o__OFGB77894	2|976||	0.01127	
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.00831	
k__Bacteria|p__Bacteroidota|c__CFGB1371|o__OFGB1371	2|976||	0.00621	
k__Bacteria|p__Bacteroidota|c__CFGB37155|o__OFGB37155	2|976||	0.00595	
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.00566	
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified	2|1239||	0.00559	
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.00517	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales	2|201174|1760|2037	0.00469	
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670	2|976||	0.0042	
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.0031	
k__Bacteria|p__Firmicutes|c__CFGB94854|o__OFGB94854	2|1239||	0.00309	
k__Bacteria|p__Bacteroidota|c__CFGB14953|o__OFGB14953	2|976||	0.0028	
k__Bacteria|p__Firmicutes|c__CFGB1349|o__OFGB1349	2|1239||	0.00247	
k__Bacteria|p__Firmicutes|c__CFGB78886|o__OFGB78886	2|1239||	0.00178	
k__Bacteria|p__Firmicutes|c__CFGB84496|o__OFGB84496	2|1239||	0.00165	
k__Bacteria|p__Firmicutes|c__CFGB1448|o__OFGB1448	2|1239||	0.00163	
k__Bacteria|p__Bacteroidota|c__CFGB93979|o__OFGB93979	2|976||	0.00159	
k__Bacteria|p__Bacteroidota|c__CFGB18812|o__OFGB18812	2|976||	0.00151	
k__Bacteria|p__Bacteroidota|c__CFGB35473|o__OFGB35473	2|976||	0.00142	
k__Bacteria|p__Bacteroidota|c__CFGB27949|o__OFGB27949	2|976||	0.00141	
k__Bacteria|p__Bacteroidota|c__CFGB87904|o__OFGB87904	2|976||	0.00117	
