"feature","ERR11865925_humann_input_Abundance-RPKs"
"K21572",0.00182535
"K03088",0.00098765
"K02914",0.000764503
"K02004",0.000513253
"K02907",0.000315026
"K02913",0.000310043
"K07085",0.00028067
"K00566",0.000213401
"K02078",0.000207097
"K02970",0.000197322
"K02003",0.000194709
"K02911",0.000189015
"K02904",0.000184299
"K06147",0.000183404
"K12373",0.000181417
"K02954",0.000178046
"K00615",0.000176727
"K02005",0.000176289
"K03530",0.000165996
"K02518",0.000165611
"K03497",0.000165227
"K02965",0.000163101
"K01190",0.0001624
"K01990",0.000160792
"K01206",0.000159575
"K03585",0.000157687
"K03671",0.000155103
"K02878",0.000147103
"K01992",0.00014705
"K02355",0.000143796
